Timestamp,Price
2025-09-02 00:00:00,228.028706083957
2025-09-03 00:00:00,228.028706083957
2025-09-04 00:00:00,231.56880325337465
2025-09-05 00:00:00,235.55713546800854
2025-09-06 00:00:00,242.47021570496517
2025-09-07 00:00:00,242.43791714451385
2025-09-08 00:00:00,242.43791714451385
2025-09-09 00:00:00,246.63762639881307
2025-09-10 00:00:00,253.53090445409356
2025-09-11 00:00:00,259.37241951064226
2025-09-12 00:00:00,258.97663082672045
2025-09-13 00:00:00,259.5173897087142
2025-09-14 00:00:00,259.3375889558425
2025-09-15 00:00:00,261.08724142497476
2025-09-16 00:00:00,261.08724142497476
2025-09-17 00:00:00,264.1018313899532
2025-09-18 00:00:00,264.6098908789158
2025-09-19 00:00:00,270.8690627919497
2025-09-20 00:00:00,265.50792990360713
2025-09-20 15:05:37,265.5266668790443
